2021-06-15T12:39:05.000Z,1.40E+18,RT @BusinessInsider: Elon Musk's mother Maye is a supermodel who became the oldest person to be a COVERGIRL at age 69. She explains how sheâ€¦, Elon Musk's mother Maye is a supermodel who became the oldest person to be a COVERGIRL at age 69. She explains how sheâ€¦,120
2021-06-15T13:36:58.000Z,1.40E+18,"RT @latokens: Earn 415 million STSL crypto tokens in Short Tesla @ShortTesla9 Airdrop on #LATOKEN! ðŸ’°
Join through the link in our profileâ€¦"," Earn 415 million STSL crypto tokens in Short Tesla Airdrop on #LATOKEN! ðŸ’°
Join through the link in our profileâ€¦",112
2021-06-15T13:37:00.000Z,1.40E+18,"RT @nytimesbusiness: Elon Musk proved once more that he can shift the price of digital currencies with just a tweet, as he suggested this weekend that Tesla could resume accepting Bitcoin as payment. https://t.co/0xqf3Ws14y
OPERATION PERCEPTION DECEPTION RISES AGAIN"," Elon Musk proved once more that he can shift the price of digital currencies with just a tweet, as he suggested this weekend that Tesla could resume accepting Bitcoin as payment. 
OPERATION PERCEPTION DECEPTION RISES AGAIN",223
2021-06-15T13:37:01.000Z,1.40E+18,"$KULR Taglich Brothers new Research Report
https://t.co/CdgC37inFA 
#wsj #nytimes #business #reuters #IHub_StockPosts #forbes #marketwatch #cnn #bet #foxnews #NYSE #Benzinga #usatoday #ESPN #WGN #NASDAQ #BlinkCharging #3Dpcb #abt_company #SunHydrogen $QS  #apple #tesla https://t.co/X3sZLfsNlX","$KULR Taglich Brothers new Research Report
 
#wsj #nytimes #business #reuters #IHub_StockPosts #forbes #marketwatch #cnn #bet #foxnews #NYSE #Benzinga #usatoday #ESPN #WGN #NASDAQ #BlinkCharging #3Dpcb #abt_company #SunHydrogen $QS #apple #tesla ",246
2021-06-15T13:37:02.000Z,1.40E+18,NEWS: Tesla Granted U.S. Patent Titled 'Advanced thin-walled structures for enhanced crash performance',NEWS: Tesla Granted U.S. Patent Titled 'Advanced thin-walled structures for enhanced crash performance',103
2021-06-15T13:37:02.000Z,1.40E+18,RT @DriveTeslaca: Tesla now replacing bubbling Model 3 headrests as a â€˜goodwillâ€™ gesture https://t.co/2TH5INEMeU, Tesla now replacing bubbling Model 3 headrests as a â€˜goodwillâ€™ gesture ,72
2021-06-15T13:37:02.000Z,1.40E+18,"RT @latokens: Earn 415 million STSL crypto tokens in Short Tesla @ShortTesla9 Airdrop on #LATOKEN! ðŸ’°
Join through the link in our profileâ€¦"," Earn 415 million STSL crypto tokens in Short Tesla Airdrop on #LATOKEN! ðŸ’°
Join through the link in our profileâ€¦",112
2021-06-15T13:37:02.000Z,1.40E+18,@attnyrev @Kristennetten @Tesla @elonmusk Ok will be available in two weeks., Ok will be available in two weeks.,35
2021-06-15T13:37:03.000Z,1.40E+18,"The Future. We are all in it, together:

""Weâ€™re seeing a lot of collaboration between manufacturers and integrators and developers,""

Storage providers face bankability challenge as customers prefer Tesla - https://t.co/McI8VVAijX

#innovation #energy #makeinnovationhappen https://t.co/gEpIzhDqHX","The Future. We are all in it, together:

""Weâ€™re seeing a lot of collaboration between manufacturers and integrators and developers,""

Storage providers face bankability challenge as customers prefer Tesla - 

#innovation #energy #makeinnovationhappen ",251
2021-06-15T13:37:04.000Z,1.40E+18,@cbotnyse @garyblack00 @elonmusk $tsla who?, $tsla who?,11
